code,name,date,time,subject,clause,happened,body
5215,科嘉-KY,1150911,162917,代子公司蘇州嘉吉/科德/嘉財/艾普來/百宏/嘉皇/嘉駿 公告一年內累積取得同一有價證券達實收資本額20%,第20款,1150911,"1.證券名稱:
上海證券交易所一天期國債逆回購GC001，代碼204001
2.交易日期:115/9/11~115/9/11
3.董事會通過日期: 不適用
4.其他核決日期:
核決層級:董事長核決
民國115年9月11日
5.交易數量、每單位價格及交易總金額:
艾普來：84,150單位，均價：1.020%，
百宏：85,830單位，均價：1.005%，
嘉財：757,990單位，均價：1.000%，
嘉皇：138,360單位，均價：1.025%
嘉吉：121,340單位，均價：1.005%
科德：127,560單位，均價：1.010%，
嘉駿：371,610單位，均價：1.025%，
總金額：168,684仟元，(約新台幣788,207千元)
6.處分利益（或損失）（取得有價證券者不適用）:
不適用
7.與交易標的公司之關係:
非關係人
8.迄目前為止，累積持有本交易證券（含本次交易）之數量、金額、持股
比例及權利受限情形（如質押情形）:
艾普來：84,150單位，均價：1.020%，
百宏：85,830單位，均價：1.005%，
嘉財：757,990單位，均價：1.000%，
嘉皇：138,360單位，均價：1.025%
嘉吉：121,340單位，均價：1.005%
科德：127,560單位，均價：1.010%，
嘉駿：371,610單位，均價：1.025%，
質押情形：無
9.迄目前為止，依「公開發行公司取得或處分資產處理準則」第三條所列之有價證券投
資（含本次交易）占公司最近期財務報表中總資產及歸屬於母公司業主之權益之比例
暨最近期財務報表中營運資金數額:
總資產之比例：15.63%
占股東權益之比例：21.61%
營運資金：新台幣2,669,982仟元
10.取得或處分之具體目的:
投資理財
11.本次交易表示異議董事之意見:
無
12.本次交易為關係人交易:
否
13.交易相對人及其與公司之關係:
不適用
14.監察人承認或審計委員會同意日期:
不適用
15.前已就同一件事件發布重大訊息日期: 不適用
16.其他敘明事項:
無"
8422,可寧衛*,1150911,163042,公告本公司國內第三次無擔保轉換公司債代收價款及存儲專戶行庫,第51款,1150911,"1.事實發生日:115/09/11
2.公司名稱:可寧衛股份有限公司
3.與公司關係(請輸入本公司或子公司):本公司
4.相互持股比例:不適用
5.發生緣由:
依據「發行人募集與發行有價證券處理準則」第九條第一項第二款之規定辦理。
6.因應措施:無。
7.其他應敘明事項(若事件發生或決議之主體係屬公開發行以上公司，本則重大訊息同時
符合證券交易法施行細則第7條第9款所定對股東權益或證券價格有重大影響之事項):
(1)訂約日期：115/09/11
(2)委託代收價款行庫：第一商業銀行仁和分行。
(3)委託存儲專戶行庫：中國信託商業銀行民族分行。"
1437,勤益控,1150911,163956,公告本公司董事會決議第十六次買回庫藏股事宜,第35款,1150911,"1.董事會決議日期:115/09/11
2.買回股份目的:轉讓股份予員工
3.買回股份種類:普通股
4.買回股份總金額上限(元):3,336,234,084
5.預定買回之期間:115/09/11~115/11/10
6.預定買回之數量(股):750,000
7.買回區間價格(元):22.50~36.00，公司股價低於區間價格下限，將繼續買回
8.買回方式:自集中交易市場買回
9.預定買回股份占公司已發行股份總數之比率(%):0.37
10.申報時已持有本公司股份之累積股數(股):500,000
11.申報前五年內買回公司股份之情形:
(1)實際買回股份期間：115/06/22 ~ 115/07/07 、預定買回股數(股)：500000 、實際已買回股數
(股)：500000 、執行情形(實際已買回股數占預定買回股數%)：100.00
(2)實際買回股份期間：114/11/11 ~ 115/01/06 、預定買回股數(股)：1500000 、實際已買回股數
(股)：1500000 、執行情形(實際已買回股數占預定買回股數%)：100.00
12.已申報買回但未執行完畢之情形:
無此情形
13.董事會決議買回股份之會議紀錄:
案 由：擬買回本公司股份，轉讓予員工，提請 核議。
說 明：為激勵員工及提昇員工向心力，依據證券交易法第二十八條之二及「上市上櫃公司買回本公司股份辦法」等
相關規定，買回本公司股份，其相關事項如下：
(一)買回股份之目的：轉讓股份予員工。
(二)買回股份之種類：普通股。
(三)買回股份之總金額上限：依法令規定，買回股份總金額上限為3,336,234,084元。
(四)預定買回之期間：115年9月11日至115年11月10日止。
(五)預定買回之數量：750,000股。
(六)買回之區間價格：22.5元至36元，當公司股價低於所定買回區間價格下限時，將繼續執行買回公司股份。
(七)買回之方式：自集中交易市場買回。
(八)預定買回股份占公司已發行股份總數0.37%，不足以影響公司財務狀況及資本維持，擬由董事會出具不影響公司
資本維持之聲明書，如附件。
(九)已持有本公司股份之累積股數(股)：500,000股
(十)委請證券承銷商對買回股份價格之合理性評估意見，如附件。
(十一)本次買回本公司股份相關事項若經主管機關要求修正或有未盡事宜，擬授權董事長依規定辦理。
決 議：經主席徵詢出席董事意見，一致無異議通過。
14.「上市上櫃公司買回本公司股份辦法」第十條規定之轉讓辦法:
勤益投資控股股份有限公司
買回股份轉讓員工辦法
115.06.18訂定
115.08.13第一次修訂
第一條 目的及依據
本公司為激勵員工及提昇員工向心力，依據證券交易法第28條之2第
1項第1款及金融監督管理委員會發布之「上市上櫃公司買回本公司
股份辦法」等相關規定，訂定本公司買回股份轉讓員工辦法。本公司
買回股份轉讓予員工，除依有關法令規定外，悉依本辦法規定辦理。
第二條 轉讓股份之種類、權利內容及權利受限情形
本次轉讓予員工之股份為普通股，其權利義務除有關法令及本辦法另
有規定者外，與其他流通在外普通股相同。
第三條 轉讓期間
本次買回之股份，得依本辦法之規定，自買回股份之日起5年，一次
或分次轉讓予員工。逾期未轉讓部份視為本公司未發行股份，應辦理
註銷並變更登記。
第四條 受讓人資格
凡於認股基準日前到職滿一年或對公司有特殊貢獻經提報董事會同意
之本公司及子公司全職員工（所稱「子公司」係指直接或間接持有同
一被投資公司表決權股份超過百分之五十之海內外子公…"
2850,新產,1150911,164109,本公司受邀參加永豐金證券線上法人說明會,第12款,1150914,"符合條款第四條第XX款：12
事實發生日：115/09/14
1.召開法人說明會之日期：115/09/14
2.召開法人說明會之時間：14 時 00 分
3.召開法人說明會之地點：永豐金證券線上法人說明會
4.法人說明會擇要訊息：本公司115年第二季營運狀況
5.其他應敘明事項：內容檔案於當日會後公告於公開資訊觀測站
完整財務業務資訊請至公開資訊觀測站之法人說明會一覽表或法說會項目下查閱。"
2881,富邦金,1150911,164125,富邦金控代子公司富邦人壽公告取得KKR Helix B SCSp,第24款,1150911,"1.標的物之名稱及性質（屬特別股者，並應標明特別股約定發行條件，
如股息率等）:
KKR Helix B SCSp基礎建設基金
2.事實發生日:115/09/11
3.交易單位數量、每單位價格及交易總金額:
無交易數量，無單位價格，認購總金額不超過7千5百萬美元
4.交易相對人及其與公司之關係（交易相對人如屬自然人，且非公司
之關係人者，得免揭露其姓名）:
Kohlberg Kravis Roberts & Co. L.P.，無
5.交易相對人為關係人者，並應公告選定關係人為交易對象之原因及
前次移轉之所有人、前次移轉之所有人與公司及交易相對人間相互之
關係、前次移轉日期及移轉金額:
不適用
6.交易標的最近五年內所有權人曾為公司之關係人者，尚應公告
關係人之取得及處分日期、價格及交易當時與公司之關係:
不適用
7.本次係處分債權之相關事項（含處分之債權附隨擔保品種類、處分
債權如有屬對關係人債權者尚需公告關係人名稱及本次處分該關係人
之債權帳面金額:
不適用
8.處分利益（或損失）（取得有價證券者不適用）（遞延者應列表
說明認列情形）:
不適用
9.交付或付款條件（含付款期間及金額）、契約限制條款及其他重要
約定事項:
交付或付款條件：依據基礎建設基金合約約定
契約限制條款及其他重要約定事項：依據基礎建設基金合約約定
10.本次交易之決定方式、價格決定之參考依據及決策單位:
本次交易之決定方式、價格決定之參考依據：依據基礎建設基金合約約定
決策單位：依本公司核決權限
11.取得或處分有價證券標的公司每股淨值:不適用
12.有價證券標的公司私募參考價格與每股交易金額差距達20%以上:不適用
13.迄目前為止，累積持有本交易證券（含本次交易）之數量、金額、
持股比例及權利受限情形（如質押情形）:
金控：無
人壽：無交易數量，不超過7千5百萬美元，預計約0.83%，無
14.迄目前為止，私募有價證券投資（含本次交易）占公司最近期財
務報表中總資產及歸屬於母公司業主之權益之比例暨最近期財務報表中營運資金數額:
佔金控：25.16%，30.43%，不適用
15.經理人及經紀費用:
不適用
16.取得或處分之具體目的或用途:
依保險法之規定，為壽險資金之運用
17.本次交易表示異議董事之意見:
不適用
18.本次交易為關係人交易:
否
19.董事會通過日期:
不適用
20.監察人承認或審計委員會同意日期:
不適用
21.本次交易會計師出具非合理性意見:否
22.會計師事務所名稱:
宏維會計師事務所
23.會計師姓名:
賴佳誼
24.會計師開業證書字號:
台財證登(六)字第4408號
25.其他敘明事項:
無"
2323,中環,1150911,164231,公告本公司取得有價證券,第20款,1150911,"1.證券名稱:
南亞科 普通股
2.交易日期:115/9/4~115/9/11
3.董事會通過日期: 不適用
4.其他核決日期:
核決層級:董事長核決
民國115年09月11日
5.交易數量、每單位價格及交易總金額:
交易數量（仟股）：900
每單位價格（元）：503.43
交易總金額（元）：453,088,279
6.處分利益（或損失）（取得有價證券者不適用）:
不適用
7.與交易標的公司之關係:
無
8.迄目前為止，累積持有本交易證券（含本次交易）之數量、金額、持股
比例及權利受限情形（如質押情形）:
持有餘額:2,209,000股、金額:1,064,601,637元
持股比例:0.06%、權利受限情形: 無
9.迄目前為止，依「公開發行公司取得或處分資產處理準則」第三條所列之有價證券投
資（含本次交易）占公司最近期財務報表中總資產及歸屬於母公司業主之權益之比例
暨最近期財務報表中營運資金數額:
占總資產比例:86.12%
占歸屬於母公司業主之權益比例:115.79%
營運資金數額:8,285,327仟元
10.取得或處分之具體目的:
投資組合
11.本次交易表示異議董事之意見:
無
12.本次交易為關係人交易:
否
13.交易相對人及其與公司之關係:
不適用
14.監察人承認或審計委員會同意日期:
不適用
15.前已就同一件事件發布重大訊息日期: 不適用
16.其他敘明事項:
已於115/06/30授權有權交易人在115年第三季期間，得於集中交易市場進行有價證券交易"
1626,艾美特-KY,1150911,164239,代子公司艾美特電器(深圳)有限公司依「公開發行公司資金貸與 及背書保證處理準則」第二十五條第一項第三款規定公告,第22款,1150911,"1.事實發生日:115/09/11
2.被背書保證之:
(1)公司名稱:艾美特電器(九江)有限公司
(2)與提供背書保證公司之關係:
同為母公司間接投資100%公司。
(3)背書保證之限額(仟元):9,564,184
(4)原背書保證之餘額(仟元):3,363,479
(5)本次新增背書保證之金額(仟元):65,410
(6)迄事實發生日止背書保證餘額(仟元):3,428,889
(7)被背書保證公司實際動支金額(仟元):2,245,813
(8)本次新增背書保證之原因:
銀行保證額度續約
3.被背書保證公司提供擔保品之:
(1)內容:
無
(2)價值(仟元):0
4.被背書保證公司最近期財務報表之:
(1)資本(仟元):2,318,680
(2)累積盈虧金額(仟元):101,938
5.解除背書保證責任之:
(1)條件:
授信合約到期
(2)日期:
授信合約到期
6.背書保證之總限額(仟元):
51,670,130
7.迄事實發生日為止，背書保證餘額(仟元):
8,656,775
8.迄事實發生日為止，A提供背書保證餘額占公開發行公司最近期財務報表淨值之
比率:
319.72
9.迄事實發生日為止，背書保證、長期投資及資金貸與餘額合計數達該公開發行公
司最近期財務報表淨值之比率:
212.27
10.其他應敘明事項:
無"
2323,中環,1150911,164300,公告本公司取得有價證券,第20款,1150911,"1.證券名稱:
上詮 普通股
2.交易日期:115/8/31~115/9/11
3.董事會通過日期: 不適用
4.其他核決日期:
核決層級:董事長核決
民國115年09月11日
5.交易數量、每單位價格及交易總金額:
交易數量（仟股）：410
每單位價格（元）：734.99
交易總金額（元）：301,344,362
6.處分利益（或損失）（取得有價證券者不適用）:
不適用
7.與交易標的公司之關係:
無
8.迄目前為止，累積持有本交易證券（含本次交易）之數量、金額、持股
比例及權利受限情形（如質押情形）:
持有餘額:179,892股、金額:128,638,446元
持股比例:0.16%、權利受限情形: 無
9.迄目前為止，依「公開發行公司取得或處分資產處理準則」第三條所列之有價證券投
資（含本次交易）占公司最近期財務報表中總資產及歸屬於母公司業主之權益之比例
暨最近期財務報表中營運資金數額:
占總資產比例:86.12%
占歸屬於母公司業主之權益比例:115.79%
營運資金數額:8,285,327仟元
10.取得或處分之具體目的:
投資組合
11.本次交易表示異議董事之意見:
無
12.本次交易為關係人交易:
否
13.交易相對人及其與公司之關係:
否
14.監察人承認或審計委員會同意日期:
不適用
15.前已就同一件事件發布重大訊息日期: 不適用
16.其他敘明事項:
已於115/06/30授權有權交易人在115年第三季期間，得於集中交易市場進行有價證券交易"
4440,宜新實業,1150911,164618,公告本公司一年內累積取得同一有價證券金額達實收 資本額20%,第20款,1150911,"1.證券名稱:
廣達電腦股份有限公司
2.交易日期:115/5/20~115/9/11
3.董事會通過日期: 民國115年8月10日
4.其他核決日期: 不適用
5.交易數量、每單位價格及交易總金額:
(1)交易數量：420,000股
(2)每單位價格：324.84元
(3)交易總金額：136,434,136元
6.處分利益（或損失）（取得有價證券者不適用）:
不適用
7.與交易標的公司之關係:
無
8.迄目前為止，累積持有本交易證券（含本次交易）之數量、金額、持股
比例及權利受限情形（如質押情形）:
(1)累積持有本交易證券（含本次交易）：20,000股
(2)投資金額(含本次交易)：6,609,405元
(3)持股比例：0.000518%
(4)權利受限情形：無
9.迄目前為止，依「公開發行公司取得或處分資產處理準則」第三條所列之有價證券投
資（含本次交易）占公司最近期財務報表中總資產及歸屬於母公司業主之權益之比例
暨最近期財務報表中營運資金數額:
(1)有價證券投資（含本次交易）占總資產之比例：8.94%
(2)有價證券投資（含本次交易）占股東權益之比例：13.89%
(3)營運資金：213,775仟元
10.取得或處分之具體目的:
投資理財
11.本次交易表示異議董事之意見:
無
12.本次交易為關係人交易:
否
13.交易相對人及其與公司之關係:
無
14.監察人承認或審計委員會同意日期:
1.民國 年 月 日
2.不適用，原因:
(以上文字請自行增刪)
15.前已就同一件事件發布重大訊息日期: 不適用
16.其他敘明事項:
無"
3596,智易,1150911,165917,本公司受邀參加機構投資人說明會,第12款,1150915,"符合條款第四條第XX款：12
事實發生日：115/09/15
1.召開法人說明會之日期：115/09/15
2.召開法人說明會之時間：14 時 30 分
3.召開法人說明會之地點：台北喜來登大飯店(台北市忠孝東路一段12號)
4.法人說明會擇要訊息：本公司受邀參加由第一金證券所舉辦之「2026第三季投資論壇」，說明本公司營運及財務概況。
5.其他應敘明事項：無
完整財務業務資訊請至公開資訊觀測站之法人說明會一覽表或法說會項目下查閱。"
2353,宏碁,1150911,170130,自地委建集團物流中心-機電工程,第20款,1150911,"1.契約種類:自地委建
2.事實發生日:115/9/11~115/9/11
3.董事會通過日期: 民國114年12月24日
4.其他核決日期: 不適用
5.契約相對人及其與公司之關係:
契約關係人：旭誼工程股份有限公司
關係：關聯企業
6.契約主要內容（含契約總金額、預計參與投入之金額及契約起迄日期）
、限制條款及其他重要約定事項:
宏碁桃園龍潭倉新建機電工程
一、契約總金額：新台幣394,800,000元（含稅）
二、預計完工日期：116年12月31日
7.專業估價者事務所或公司名稱及其估價結果:
不適用
8.不動產估價師姓名:
不適用
9.不動產估價師開業證書字號:
不適用。
10.取得之具體目的:
建置集團物流中心
11.本次交易表示異議之董事意見:
無
12.本次交易為關係人交易:是
13.監察人承認或審計委員會同意日期:
民國114年12月24日
14.估價報告是否為限定價格、特定價格或特殊價格:否或不適用
15.是否尚未取得估價報告:否或不適用
16.尚未取得估價報告之原因:
不適用
17.估價結果有重大差異時，其差異原因及會計師意見:
不適用
18.會計師事務所名稱:
不適用
19.會計師姓名:
不適用
20.會計師開業證書字號:
不適用
21.前已就同一件事件發布重大訊息日期: 不適用
22.其他敘明事項:
無"
2012,春雨,1150911,170214,公告本公司內部稽核主管異動,第8款,1150911,"1.人員變動別（請輸入發言人、代理發言人、重要營運主管(如:執行長、營運長、
行銷長及策略長等)、財務主管、會計主管、公司治理主管、資訊安全長、研發主管、
內部稽核主管或訴訟及非訟代理人）:內部稽核主管
2.發生變動日期:115/09/11
3.舊任者姓名、級職及簡歷:葉世隆/本公司稽核經理
4.新任者姓名、級職及簡歷:謝定豪/本公司稽核經理
5.異動情形（請輸入「辭職」、「職務調整」、「資遣」、「退休」、「死亡」、「新
任」或「解任」）:職務調整
6.異動原因:職務調整
7.生效日期:115/09/11
8.其他應敘明事項:新任內部稽核主管將提請最近期董事會追認，並於董事會通過後
另行公告。"
7769,鴻勁,1150911,170409,本公司代子公司Top Vintage International Ltd.公告取得固定收益證券,第20款,1150911,"1.證券名稱:
公司債
2.交易日期:115/8/31~115/9/11
3.董事會通過日期: 不適用
4.其他核決日期:
核決層級:不適用
民國115年09月11日
5.交易數量、每單位價格及交易總金額:
US38141GXG45：96,000 單位；每單位US$93.11；總金額US$8.94 佰萬元。
US06051GMY25：89,200 單位；每單位US$98.7；總金額US$8.8 佰萬元。
US06051GKW86：88,700 單位；每單位US$100.37；總金額US$8.9 佰萬元。
US404280EQ84：89,300 單位；每單位US$100.19；總金額US$8.95 佰萬元。
6.處分利益（或損失）（取得有價證券者不適用）:
不適用
7.與交易標的公司之關係:
無
8.迄目前為止，累積持有本交易證券（含本次交易）之數量、金額、持股
比例及權利受限情形（如質押情形）:
US38141GXG45：96,000 單位；US$8.94 佰萬元；持股比例：不適用；受限情形：無。
US06051GMY25：89,200 單位；US$8.8 佰萬元；持股比例：不適用；受限情形：無。
US06051GKW86：88,700 單位；US$8.9 佰萬元；持股比例：不適用；受限情形：無。
US404280EQ84：89,300 單位；US$8.95 佰萬元；持股比例：不適用；受限情形：無。
9.迄目前為止，依「公開發行公司取得或處分資產處理準則」第三條所列之有價證券投
資（含本次交易）占公司最近期財務報表中總資產及歸屬於母公司業主之權益之比例
暨最近期財務報表中營運資金數額:
5.84%；7.49%；NT$55,243 佰萬元。
10.取得或處分之具體目的:
固定收益投資
11.本次交易表示異議董事之意見:
不適用
12.本次交易為關係人交易:
否
13.交易相對人及其與公司之關係:
不適用
14.監察人承認或審計委員會同意日期:
不適用
15.前已就同一件事件發布重大訊息日期: 不適用
16.其他敘明事項:
無"
1560,中砂,1150911,171126,本公司受邀參加UBS舉辦UBS Taiwan Summit 2026之法人說明會,第12款,1150915,"符合條款第四條第XX款：12
事實發生日：115/09/15
1.召開法人說明會之日期：115/09/15 ~ 115/09/16
2.召開法人說明會之時間：13 時 00 分
3.召開法人說明會之地點：W Taipei Hotel(台北市信義區忠孝東路五段10號)
4.法人說明會擇要訊息：本公司受邀參加UBS舉辦之UBS Taiwan Summit 2026，說明本公司第二季業務與財務概況。
5.其他應敘明事項：115/09/15(13:00-17:00)、115/09/16(09:00-12:00)
完整財務業務資訊請至公開資訊觀測站之法人說明會一覽表或法說會項目下查閱。"
2501,國建,1150911,171211,代子公司國泰玉成置業開發(股)公司公告擬簽訂 「南港區玉成段公辦都更案」出資暨協助實施都更事業契約,第20款,1150911,"1.契約種類:公辦都市更新
2.事實發生日:115/9/11~115/9/11
3.董事會通過日期: 民國115年9月11日
4.其他核決日期: 不適用
5.契約相對人及其與公司之關係:
臺北市住宅及都市更新中心，非關係人
6.契約主要內容（含契約總金額、預計參與投入之金額及契約起迄日期）
、限制條款及其他重要約定事項:
(1) 土地標示：臺北市南港區玉成段四小段土地
(2) 土地面積：3,496㎡（約1,057.54坪）
(3) 預計投入成本：約新臺幣40.15億元。
7.專業估價者事務所或公司名稱及其估價結果:
禾仲不動產估價師聯合事務所：地主47.46%、建方52.54%
巨秉不動產估價師聯合事務所：地主47.64%、建方52.36%
8.不動產估價師姓名:
馬彬
吳欣樺
9.不動產估價師開業證書字號:
(107)北估字第000262號
(114)北估字第000347號
10.取得之具體目的:
協助實施都市更新事業，以及合作開發興建店住大樓出售
11.本次交易表示異議之董事意見:
無
12.本次交易為關係人交易:否
13.監察人承認或審計委員會同意日期:
民國115年9月11日
14.估價報告是否為限定價格、特定價格或特殊價格:否或不適用
15.是否尚未取得估價報告:否或不適用
16.尚未取得估價報告之原因:
不適用
17.估價結果有重大差異時，其差異原因及會計師意見:
不適用
18.會計師事務所名稱:
不適用
19.會計師姓名:
不適用
20.會計師開業證書字號:
不適用
21.前已就同一件事件發布重大訊息日期: 不適用
22.其他敘明事項:
無"
2885,元大金,1150911,171316,元大金控代子公司元大證券公告內部稽核主管異動,第8款,1150911,"1.人員變動別（請輸入發言人、代理發言人、重要營運主管(如:執行長、營運長、
行銷長及策略長等)、財務主管、會計主管、公司治理主管、資訊安全長、研發主管、
內部稽核主管或訴訟及非訟代理人）:內部稽核主管
2.發生變動日期:115/09/11
3.舊任者姓名、級職及簡歷:無
4.新任者姓名、級職及簡歷:蔡玉蘭
(1)元大證券股份有限公司資深副總經理
(2)元大證券投資信託股份有限公司資深副總經理
(3)元大證券股份有限公司副總經理
5.異動情形（請輸入「辭職」、「職務調整」、「資遣」、「退休」、「死亡」、「新
任」或「解任」）:新任
6.異動原因:新任
7.生效日期:115/09/11
8.其他應敘明事項:
115/09/11接獲金融監督管理委員會核准函。"
2548,華固,1150911,171851,公告本公司代理發言人異動,第8款,1150911,"1.人員變動別（請輸入發言人、代理發言人、重要營運主管(如:執行長、營運長、
行銷長及策略長等)、財務主管、會計主管、公司治理主管、資訊安全長、研發主管、
內部稽核主管或訴訟及非訟代理人）:代理發言人
2.發生變動日期:115/09/11
3.舊任者姓名、級職及簡歷:代理發言人楊康平襄理
4.新任者姓名、級職及簡歷:代理發言人鍾宛茜董事長特別助理
5.異動情形（請輸入「辭職」、「職務調整」、「資遣」、「退休」、「死亡」、「新
任」或「解任」）:辭職
6.異動原因:辭職
7.生效日期:115/09/14
8.其他應敘明事項:無"
4588,玖鼎電力,1150911,171927,公告本公司董事會決議買回庫藏股,第35款,1150911,"1.董事會決議日期:115/09/11
2.買回股份目的:轉讓股份予員工
3.買回股份種類:普通股
4.買回股份總金額上限(元):299,959,410
5.預定買回之期間:115/09/14~115/11/10
6.預定買回之數量(股):1,000,000
7.買回區間價格(元):50.00~75.00，公司股價低於區間價格下限，將繼續買回
8.買回方式:自集中交易市場買回
9.預定買回股份占公司已發行股份總數之比率(%):2.33
10.申報時已持有本公司股份之累積股數(股):0
11.申報前五年內買回公司股份之情形:
無買回
12.已申報買回但未執行完畢之情形:
無。
13.董事會決議買回股份之會議紀錄:
案由一：本公司115年度第一次買回庫藏股並轉讓員工討論案，提請 討論。
說明：
(一)本公司為激勵員工士氣並留任優秀人才，依據證券交易法第28條之2及相關法令規
定，擬買回本公司股份，作為轉讓予員工之用。
(二)本次買回庫藏股之相關事項如下：
(1)買回股份目的：轉讓股份予員工。
(2)買回股份種類：普通股。
(3)買回股份之總金額上限：新台幣75,000,000元。
(4)預計買回之期限與數量：自115年9月14日至115年11月10日止，買回數量 1,000,000股。
(5)買回價格區間：每股新台幣50元至75元間，惟當股價低於買回區間價格下限 時，授權
董事長繼續執行買回公司股份。
(6)買回方式：委託證券商自集中交易市場買回。
(7)預定買回股份占公司已發行股份總數之比率(%)：約2.33%
(三)依「上市上櫃公司買回本公司股份辦法」第2條規定，董事會須出具本次買回本公司
股份不影響本公司資本維持之聲明書，請參閱附件二。
(四)買回庫藏股價格合理評估意見書，請參閱附件三。
(五)本次庫藏股買回相關事項如經主管機關要求修正或有未盡事宜，授權董事長依規定辦理。
14.「上市上櫃公司買回本公司股份辦法」第十條規定之轉讓辦法:
玖鼎電力資訊股份有限公司
買回股份轉讓員工辦法
第一條 本公司為激勵員工及提昇員工向心力，依據證券交易法第二十八條之二第一項第
一款及金融監督管理委員會發布之「上市上櫃公司買回本公司股份辦法」等相關
規定，訂定本公司買回股份轉讓員工辦法。本公司買回股份轉讓予員工，除依有
關法令規定外，悉依本辦法規定辦理。
第二條 本次轉讓予員工之股份為普通股，其權利義務除有關法令及本辦法另有規定者
外，與其他流通在外普通股相同。
第三條 本次買回之股份，得依本辦法之規定，自買回股份之日起五年內，得一次或
分次轉讓予員工，逾期未轉讓部分視為本公司未發行股份，應辦理註銷變更登記。
第四條 凡於認股基準日前到職滿一年且仍在職或對公司有特殊貢獻經提報董事會同意
之本公司全職員工，得依本辦法第五條所定認購數額，享有認購資格；轉讓之
對象於員工認股基準日至認股繳款截止日期間離職者，喪失認購資格。
第五條 員工得認購股數之股數額係參酌年資、職等、職務、工作績效、整體貢獻或特殊
績效等因素予以分配，由行政部擬定提案，經董事長核定後，依下列審核程序辦理：
一、員工具本公司經理人身分者，應先經本公司薪資報酬委員會同意後，再提本
公司董事會決議。
二、員工非具本公司經理人身分者，應先經本公司審計委員會討論，再提本公司
董事會決議。
各次轉讓作業之認購配股基準日及認購繳款期間等相關事項，依本辦法第六條辦
理。員工於認購期間屆滿而認購不足之餘額或未完成繳款者，視為棄權；認購不
足之餘額，依本辦法第三條辦理。
第六條 本次買回股份轉讓予員工之作業程序：
一…"
2324,仁寶,1150911,171953,代子公司仁寶信息技術（昆山）有限公司公告參與認購昆橋三期 (上海)科技產業私募投資基金合夥企業,第24款,1150911,"1.標的物之名稱及性質（屬特別股者，並應標明特別股約定發行條件，
如股息率等）:
昆橋三期 (上海)科技產業私募投資基金合夥企業(昆橋三期(上海)基金)
2.事實發生日:115/09/11
3.交易單位數量、每單位價格及交易總金額:
交易總金額：不超過人民幣 200,000仟元
4.交易相對人及其與公司之關係（交易相對人如屬自然人，且非公司
之關係人者，得免揭露其姓名）:
(昆橋三期(上海)基金); 非關係人
5.交易相對人為關係人者，並應公告選定關係人為交易對象之原因及
前次移轉之所有人、前次移轉之所有人與公司及交易相對人間相互之
關係、前次移轉日期及移轉金額:
非關係人：不適用
6.交易標的最近五年內所有權人曾為公司之關係人者，尚應公告
關係人之取得及處分日期、價格及交易當時與公司之關係:
不適用
7.本次係處分債權之相關事項（含處分之債權附隨擔保品種類、處分
債權如有屬對關係人債權者尚需公告關係人名稱及本次處分該關係人
之債權帳面金額:
不適用
8.處分利益（或損失）（取得有價證券者不適用）（遞延者應列表
說明認列情形）:
不適用
9.交付或付款條件（含付款期間及金額）、契約限制條款及其他重要
約定事項:
交付或付款條件：依據私募基金合約約定。
契約限制條款及其他重要約定事項：依據私募基金合約約定。
10.本次交易之決定方式、價格決定之參考依據及決策單位:
決策單位：仁寶信息技術(昆山)有限公司董事會決議
11.取得或處分有價證券標的公司每股淨值:不適用
12.有價證券標的公司私募參考價格與每股交易金額差距達20%以上:不適用
13.迄目前為止，累積持有本交易證券（含本次交易）之數量、金額、
持股比例及權利受限情形（如質押情形）:
人民幣439,155千元；募集比例將依基金募資結果而定。
14.迄目前為止，私募有價證券投資（含本次交易）占公司最近期財
務報表中總資產及歸屬於母公司業主之權益之比例暨最近期財務報表中營運資金數額:
1.80%；5.18%；營運資金：新臺幣3,048,110仟元
15.經理人及經紀費用:
無
16.取得或處分之具體目的或用途:
長期投資
17.本次交易表示異議董事之意見:
無
18.本次交易為關係人交易:
否
19.董事會通過日期:
115/09/11
20.監察人承認或審計委員會同意日期:
115/09/11
21.本次交易會計師出具非合理性意見:否
22.會計師事務所名稱:
誠品聯合會計師事務所
23.會計師姓名:
賴明陽
24.會計師開業證書字號:
北市會證字第2123號
25.其他敘明事項:
無"
1516,川飛,1150911,172124,公告本公司辦理減資實收資本額變更登記完成,第36款,1150911,"1.主管機關核准減資日期:115/08/24
2.辦理資本變更登記完成日期:115/09/09
3.對財務報告之影響（含實收資本額與流通在外股數之差異與對每股淨值之影響）:
實收資本額(元) 流通在外股數(股) 每股淨值(元)
減資前 400,081,950 40,008,195 5.03
減資後 300,081,950 30,008,195 6.71
註:每股淨值係以115年第二季經會計師核閱之財務報表為設算依據
4.預計換股作業計畫:換股作業計劃等相關事宜待董事長訂定後公告。
5.預計減資新股上市後之上市普通股股數:30,008,195股
6.預計減資新股上市後之上市普通股股數占已發行普通股比率
（減資後上市普通股股數/減資後已發行普通股股數）:100%
7.前二項預計減資後上巿普通股股數未達6000萬股且未達25%者，請說明股權流通性偏低
之因應措施:不適用。
8.其他應敘明事項:本次減資變更登記業經臺北市政府115年9月9日府產業商
第11552878700號函核准在案，公司收文日期為115年9月11日。"
